,Median,Min,Max,Range,IQR
dimension1,2.83,-9.33,26.16,35.49,9.72
dimension2,2.43,-6.9,19.36,26.259999999999998,8.37
dimension3,5.34,-8.83,28.7,37.53,10.53
dimension4,-2.28,-5.86,4.02,9.879999999999999,3.37
dimension5,1.09,-1.72,4.35,6.069999999999999,1.72
