,Median,Min,Max,Range,IQR
dimension1,-9.9,-12.71,1.78,14.49,3.72
dimension2,-7.7,-12.9,1.81,14.71,3.32
dimension3,-9.99,-23.79,13.26,37.05,10.4
dimension4,9.11,-1.67,17.63,19.299999999999997,5.66
dimension5,-1.59,-15.98,4.64,20.62,3.58
