,Median,Min,Max,Range,IQR
dimension1,3.19,-5.5,21.24,26.74,5.82
dimension2,7.01,-1.11,17.41,18.52,5.21
dimension3,7.12,-8.52,15.06,23.58,6.36
dimension4,-3.28,-5.26,-0.84,4.42,1.8
dimension5,1.21,-0.97,3.1,4.07,1.17
