,Median,Min,Max,Range,IQR
dimension1,-9.06,-12.28,8.03,20.31,2.86
dimension2,-6.5,-8.79,-1.02,7.77,1.94
dimension3,-4.64,-17.97,14.54,32.51,11.41
dimension4,0.95,-8.62,9.13,17.75,3.2
dimension5,-1.34,-4.52,5.41,9.93,3.04
