,Median,Min,Max,Range,IQR
dimension1,-4.51,-11.3,4.55,15.850000000000001,4.96
dimension2,-2.49,-7.19,3.62,10.81,5.12
dimension3,-2.82,-14.27,9.33,23.6,8.43
dimension4,-0.83,-3.66,5.93,9.59,3.0
dimension5,0.97,-2.97,2.34,5.3100000000000005,1.23
