,Median,Min,Max,Range,IQR
dimension1,23.74,11.09,37.01,25.919999999999998,11.02
dimension2,1.18,-4.89,10.36,15.25,3.28
dimension3,5.63,-1.52,13.61,15.129999999999999,5.27
dimension4,-2.14,-6.2,11.11,17.31,2.18
dimension5,1.82,-0.38,4.22,4.6,1.01
