,Median,Min,Max,Range,IQR
dimension1,-7.46,-13.25,2.87,16.12,3.8
dimension2,-5.45,-11.73,4.77,16.5,3.94
dimension3,-10.66,-23.19,4.91,28.1,8.96
dimension4,-1.38,-5.87,5.15,11.02,2.96
dimension5,-1.79,-13.31,2.93,16.240000000000002,3.65
