,Median,Min,Max,Range,IQR
dimension1,-4.04,-9.12,12.23,21.35,6.97
dimension2,-4.09,-8.36,4.44,12.8,4.85
dimension3,-0.44,-10.95,20.12,31.07,6.76
dimension4,1.32,-3.56,5.58,9.14,2.4
dimension5,4.14,-1.75,12.35,14.1,4.31
