,Median,Min,Max,Range,IQR
dimension1,-11.99,-14.05,-8.24,5.8100000000000005,2.4
dimension2,-10.9,-13.24,-6.04,7.2,2.46
dimension3,-19.56,-28.34,-11.67,16.67,4.38
dimension4,3.02,-3.54,29.48,33.02,3.31
dimension5,-9.94,-14.75,-0.92,13.83,5.84
