,Median,Min,Max,Range,IQR
dimension1,-0.97,-8.95,16.56,25.509999999999998,6.96
dimension2,1.63,-3.95,15.53,19.48,4.8
dimension3,3.64,-9.99,23.42,33.410000000000004,9.34
dimension4,-2.49,-6.87,3.45,10.32,2.99
dimension5,1.99,-1.34,7.24,8.58,2.28
