abstract,question,particle,interrogative,exclamation,SPP,WH,PUBV,mono_negation,FPP,honourifics,INPR,PRIV,other_personal,emotion,classical_func,BE,modify_adv,COND,RB,EX,DEMP,AMP,HDG,DWNT,di_negation,HSK_1,HSK_3,noun,lexical_density,NOMZ,disyllabic_words,HSK_6,PHC,consecutive_nouns,aux_adj,AWL,BPIN,classifier,person,mono_verbs,unique,modify_marker_di,imperfect,descriptive,simile,PEAS,TPP,SMP,modify_marker_de,english,ACL_std,ACL,ASL
16.98,4.5,10.29,5.46,0.96,14.26,3.21,6.11,21.22,39.05,2.04,3.06,23.15,11.89,26.83,0.96,20.25,25.39,7.71,85.82,10.29,22.18,14.26,3.4,2.04,4.5,287.95,171.48,123.43,524.61,27.97,10.19,127.33,7.39,18.0,5.14,1.43,0.0,32.79,1.29,36.67,196.94,1.29,18.96,1.93,6.11,12.21,11.54,1.36,2.89,1.36,3.15,5.48,19.44
19.46,3.82,7.63,7.63,1.91,5.7,4.13,7.32,15.59,58.05,5.03,4.7,24.18,9.86,14.43,0.64,13.04,34.99,4.45,91.28,7.0,18.13,13.09,1.68,1.34,2.54,253.02,180.54,135.18,514.63,19.72,13.09,145.97,8.59,21.31,2.54,1.46,2.23,39.12,0.95,41.35,222.82,4.77,14.95,1.59,1.27,18.13,9.4,0.34,3.5,0.34,4.0,6.27,24.47
8.48,4.96,14.23,3.97,0.99,8.48,1.99,1.32,14.89,3.89,6.01,1.77,20.18,2.65,17.67,4.3,11.91,30.44,2.65,87.69,1.32,18.86,9.54,1.41,1.77,1.32,203.25,173.21,145.93,509.6,13.89,5.3,117.71,2.65,17.21,1.99,1.42,0.66,21.51,33.75,53.28,230.82,6.62,21.84,5.63,5.96,16.88,30.4,2.47,3.64,0.0,3.11,5.5,20.42
10.16,8.89,18.06,6.11,2.5,11.09,2.5,3.89,17.5,8.62,1.85,4.0,18.33,1.39,9.86,1.94,15.0,23.06,3.33,76.94,4.17,20.28,11.7,1.23,0.31,3.61,238.37,146.6,210.83,532.5,14.45,8.93,117.96,3.89,36.11,6.39,1.43,0.0,33.06,16.67,41.67,194.95,5.0,24.72,4.72,1.67,21.94,23.41,2.16,4.17,0.0,2.73,5.36,15.15
50.8,3.96,1.98,5.54,0.0,0.0,5.54,8.31,4.75,7.03,2.34,1.17,15.06,1.98,8.6,11.48,16.63,26.52,1.58,65.72,4.35,26.52,9.38,3.52,1.17,1.58,191.09,136.77,188.44,517.42,39.59,25.4,197.34,17.81,40.38,1.98,1.58,3.17,19.0,3.56,22.17,273.54,4.75,15.04,1.58,2.77,7.92,12.5,0.0,1.58,2.74,5.6,9.32,27.75
29.48,3.15,5.95,3.5,0.35,1.46,0.7,3.5,7.0,1.82,0.73,4.37,12.6,1.05,12.74,3.15,16.11,24.51,3.15,57.07,8.05,10.15,8.01,0.73,0.73,2.8,187.41,105.17,228.29,547.65,35.01,27.66,172.49,4.9,44.47,5.6,1.54,0.7,15.06,9.8,24.88,233.62,0.35,11.55,0.0,2.8,8.75,1.82,0.0,1.75,4.0,5.06,7.86,23.97
17.07,0.0,2.66,0.76,0.0,0.79,0.0,1.9,2.28,4.37,1.19,5.95,5.32,2.28,6.35,9.51,7.61,20.55,1.52,50.23,8.75,23.59,11.51,3.57,0.4,2.28,227.07,126.24,232.5,526.46,17.88,17.47,149.66,20.17,51.37,2.66,1.58,2.66,35.01,5.33,34.64,263.99,4.57,26.64,0.38,1.14,16.36,15.88,0.79,1.9,8.73,7.63,9.16,26.68
22.32,2.15,10.3,2.15,3.0,0.43,1.29,4.29,8.58,18.03,5.58,1.29,19.31,3.0,11.59,4.29,18.88,22.74,3.43,73.79,5.58,18.02,24.46,3.86,0.43,1.29,276.39,159.66,180.18,543.35,27.03,12.88,155.79,13.3,30.03,5.58,1.5,3.0,28.31,2.15,42.92,296.57,4.29,20.59,2.15,0.86,12.44,9.87,0.43,0.43,3.43,4.77,8.55,28.11
24.3,5.87,7.13,7.13,0.0,28.49,3.35,6.71,20.13,3.35,0.0,3.77,19.3,11.32,29.33,2.52,15.51,38.16,10.9,99.37,10.06,13.42,14.24,12.15,4.61,5.87,280.27,192.71,144.65,562.68,32.29,21.78,155.84,10.06,15.93,6.29,1.42,1.68,26.83,1.26,31.45,206.12,4.61,10.48,0.42,4.19,8.39,27.23,0.0,2.52,2.93,4.05,7.52,29.99
60.12,0.0,0.77,0.39,0.77,0.0,0.0,2.71,1.16,1.18,0.79,0.0,3.48,1.55,4.72,6.19,11.22,13.16,0.39,35.6,7.35,13.16,9.43,2.75,0.39,0.39,197.64,92.34,240.71,507.74,33.28,36.54,145.78,14.32,49.54,3.87,1.61,2.32,18.19,21.28,32.89,262.48,1.16,17.03,0.39,3.48,11.22,5.5,0.0,0.39,5.89,8.4,9.97,38.75
10.39,18.68,31.0,14.19,10.83,30.41,4.86,7.47,17.18,20.02,1.92,6.93,24.28,4.48,22.32,2.24,15.32,26.52,2.24,81.81,7.1,17.18,14.24,0.77,0.0,2.61,282.14,166.67,141.95,492.72,14.2,5.39,98.92,2.61,13.82,2.61,1.3,0.75,23.91,2.24,50.8,178.6,4.48,20.55,1.87,2.61,11.95,16.94,1.92,2.61,0.0,9.11,7.46,19.3
47.44,0.85,0.85,2.99,0.0,8.47,1.71,2.99,9.81,10.17,1.69,2.12,11.52,10.67,5.08,4.27,14.51,28.58,2.56,65.27,8.11,14.93,11.44,5.51,2.12,0.43,228.29,138.92,259.39,587.03,29.01,25.84,228.72,13.23,47.78,3.84,1.47,5.55,14.51,1.71,23.04,190.6,0.85,7.68,3.84,2.13,5.55,4.24,0.0,2.13,0.0,4.83,8.44,31.33
38.91,4.39,4.69,3.81,1.76,3.27,2.93,7.03,6.15,31.78,1.78,1.49,15.8,3.22,9.5,5.86,15.23,19.91,3.22,68.23,3.22,21.38,9.21,6.24,2.08,0.88,229.58,134.24,192.39,552.56,36.9,21.68,189.49,9.37,52.12,3.81,1.54,2.05,28.4,2.93,29.87,259.58,2.93,18.16,1.17,2.34,9.66,19.6,0.3,0.88,0.59,4.68,7.31,23.57
17.22,0.35,2.42,1.38,0.35,0.0,0.69,0.69,9.33,13.56,5.5,1.83,10.72,2.07,7.33,5.18,14.86,19.35,0.35,74.64,9.68,18.31,17.59,4.76,0.0,0.35,181.39,112.86,291.98,638.22,18.31,12.83,164.53,6.22,64.62,4.15,1.43,1.73,32.14,6.57,49.07,275.56,3.11,15.89,1.73,2.42,6.57,3.66,0.37,0.35,1.1,4.37,8.71,28.98
12.93,3.45,12.24,6.28,1.88,2.32,2.82,9.1,9.42,32.48,2.98,2.98,15.07,0.94,9.61,2.2,17.89,30.13,1.88,76.27,7.85,16.01,13.26,3.65,2.32,3.14,260.19,140.87,167.29,500.0,15.7,6.63,96.45,4.71,24.48,2.2,1.47,1.26,36.72,41.75,43.31,226.05,0.31,21.03,0.94,0.63,18.52,13.59,0.66,1.26,1.33,3.9,6.98,23.93
12.11,5.45,19.38,10.3,1.51,14.03,3.33,8.18,13.63,9.24,6.06,14.03,25.74,8.78,15.94,5.45,15.45,27.26,1.21,83.89,4.85,20.59,11.16,2.23,0.96,1.21,257.89,166.72,117.5,509.39,21.2,8.61,115.08,4.54,16.35,1.82,1.42,1.21,27.56,20.9,54.21,234.62,3.94,20.9,4.85,2.42,15.75,32.83,0.64,2.12,0.0,2.92,5.53,26.27
19.36,0.94,2.52,7.24,0.0,0.33,2.52,5.67,8.82,19.36,5.01,6.68,13.85,3.15,6.34,11.02,12.91,25.83,1.57,94.8,8.5,21.1,9.01,1.67,1.67,3.15,216.62,109.48,178.9,545.51,21.42,15.69,168.22,12.91,29.29,2.52,1.48,0.94,27.72,22.68,40.63,290.39,1.26,14.49,0.94,0.94,12.28,13.35,1.34,1.89,0.0,3.95,6.94,25.27
23.93,6.58,9.87,7.24,0.0,6.94,3.95,9.22,14.48,31.22,1.73,4.51,23.05,1.32,19.08,1.32,13.5,26.0,2.96,81.3,8.56,13.5,18.38,3.47,0.35,3.29,291.02,154.7,155.69,550.87,21.39,9.71,122.79,3.62,25.02,3.62,1.44,0.99,28.31,5.6,44.78,250.43,3.62,16.79,2.63,4.28,13.82,29.14,0.0,2.63,1.39,2.94,6.6,23.02
15.56,0.7,5.23,1.4,0.0,0.74,0.7,2.79,3.49,0.37,0.37,1.11,15.69,0.0,5.56,5.23,13.95,15.0,3.49,53.37,3.14,11.16,7.04,2.22,1.48,8.37,268.62,121.53,202.65,536.1,25.81,11.12,131.9,13.95,32.79,4.88,1.5,2.79,36.27,18.84,49.18,299.37,7.32,29.65,5.23,3.84,21.63,42.61,0.0,1.74,0.0,4.46,9.1,20.08
11.95,2.87,9.87,3.18,1.59,4.44,1.27,13.69,12.42,18.78,1.37,2.73,13.06,2.23,17.42,2.55,12.42,21.34,0.96,68.79,8.6,22.29,14.69,2.05,3.76,0.64,231.9,136.95,188.85,546.82,17.52,7.86,103.83,7.01,33.76,2.87,1.43,1.59,37.9,9.87,49.68,282.79,2.87,20.06,2.55,2.23,14.33,13.32,0.68,4.46,0.0,2.8,4.8,15.44
75.46,1.62,0.81,2.84,0.0,0.0,1.62,2.03,4.06,0.41,1.24,0.82,8.54,1.62,5.77,10.56,10.15,12.18,0.81,43.44,3.65,8.53,4.95,4.95,1.65,0.41,152.99,89.9,235.49,549.37,48.31,30.93,220.21,17.86,69.83,4.47,1.59,2.84,13.4,12.99,32.51,271.34,0.41,13.4,0.41,1.22,9.34,1.24,0.0,0.81,0.0,6.94,8.66,42.29
93.47,1.52,2.13,3.65,0.3,1.25,2.13,2.13,4.86,1.56,1.25,1.25,3.95,1.22,3.13,17.33,22.8,10.95,2.74,44.09,2.74,15.2,4.69,1.88,0.0,0.3,175.68,72.84,234.42,574.34,57.46,38.14,279.77,14.59,61.11,3.65,1.61,2.74,17.94,6.69,21.59,219.44,0.61,13.38,0.3,0.61,8.51,2.81,0.31,0.91,0.94,4.39,7.91,30.98
38.33,0.43,1.73,0.87,0.0,2.92,0.87,0.43,5.19,2.5,2.08,0.42,8.66,0.0,5.42,8.65,13.84,16.0,3.46,48.44,3.46,29.41,12.5,5.83,0.83,2.16,179.17,153.75,251.73,527.68,22.06,15.0,157.08,14.71,50.17,1.73,1.54,2.16,32.87,10.38,29.41,236.67,2.6,14.27,2.16,3.89,6.06,4.58,0.42,0.87,12.5,5.95,8.38,35.36
24.29,0.0,8.19,4.1,1.23,0.81,0.41,4.91,11.06,27.13,0.0,3.24,10.65,2.05,6.48,0.41,13.51,26.21,5.73,72.07,4.1,15.15,14.57,2.43,2.83,2.05,278.14,169.23,163.39,491.4,25.79,11.74,107.69,6.96,31.12,0.0,1.42,1.64,37.26,11.88,43.82,250.61,4.1,20.88,1.64,2.46,19.66,10.53,0.4,1.64,3.24,3.32,6.24,20.47
10.92,3.26,6.11,4.48,0.81,1.62,0.81,4.07,11.81,11.73,0.81,3.24,10.19,1.63,14.56,2.85,19.14,29.32,3.66,82.25,8.96,15.07,23.46,3.24,2.43,0.41,265.37,178.8,196.25,533.39,18.73,9.3,98.3,6.11,32.17,1.63,1.31,0.41,43.97,6.11,50.08,239.48,1.22,10.18,2.04,2.85,9.77,8.5,0.0,4.07,4.85,3.51,6.12,28.07
