text,dimension1,dimension2,dimension3,dimension4,dimension5
humor_01,12.8891267456124,-10.824176769720404,10.57042766640534,3.606822043443081,-1.6565993109979151
humor_02,24.285963387493922,-12.441907106103585,8.928823772642037,-1.9033405773263232,-2.2416315207390323
humor_03,26.467277579321976,-13.199388318318306,11.06830561970312,-3.0822870887032687,-2.04380444209842
humor_04,14.672420676274015,-10.263380726355207,5.382922958758906,1.3566170212802338,1.4139919887006287
humor_05,17.380761874109588,-11.688154024480909,5.260017450573511,-1.6352305134335257,-3.488821489287133
humor_06,11.953449416957636,-10.268527807201512,7.048724739767286,3.6264088121650033,-2.1543471852878637
humor_07,15.61819757203615,-11.763262047035726,-1.1365049185558544,2.557903085940968,-2.179696434864523
humor_08,27.969168716101212,-10.886457612472748,6.3227032777138925,-0.717054775744387,-1.6339864452830846
humor_09,20.554383816628768,-6.143480508010698,7.304916268258317,4.1529363071767795,-2.1421673508474357
humor_10,12.537475923583973,-10.291131750854113,7.827928947184167,1.6033825105778758,-0.3917846939398423
humor_11,32.09806541693695,-11.62611347044017,3.0561716020826073,-0.8530624701528758,-2.022908612943473
humor_12,18.198225362622022,-12.181437434824732,3.3391732298103762,-0.8521349634986257,-3.7598540899364186
humor_13,34.90375470215421,-14.17613809447311,9.810863144348387,0.10808615765625297,-1.1208120183346522
humor_14,25.75044713409957,-18.592449156264717,6.192563976960241,-3.387385529331,9.48914614166614
humor_15,18.971663934825013,-14.740595587864226,6.969356855385718,-0.6014639858316555,-2.5250888825688502
humor_16,13.03641527215399,-10.999244487126674,0.4120925568817483,-1.8003197170392735,-1.0288297500472552
humor_17,16.130759630959528,-12.029162774358172,-1.8577893232254628,6.6287808860428425,-3.2054857546947844
humor_18,15.790709517379645,-9.623456917073923,5.417387547498722,0.2451467586448879,-2.1149889872578997
humor_19,18.66546545797928,-14.827825606890777,8.561862277590668,-1.6178538833643148,-1.9789817239975198
humor_20,26.91560021346923,-15.969865533307354,8.782649052377035,-5.073361890523094,-1.6913201386385337
humor_21,17.181133266807215,-9.687299893468204,10.19146934206822,-4.389485881035816,-2.4064216678230648
humor_22,28.660870779267817,-7.524928248196415,-0.3422049839319275,-3.3026696012472856,-2.4680434983387687
humor_23,23.127527412750524,-10.507734416111676,5.113265412023509,-0.3291642671344851,-3.3292985229066456
humor_24,31.955468802567392,-9.645904381186844,3.3967728958734216,0.5589962354283992,-3.101837840932225
humor_25,24.68253048701923,-12.17853496769558,3.1744798366666633,-2.2254900803097124,-2.564872730133712
humor_26,26.591213972451072,-10.620492461818706,0.7451836979017623,1.8380861779047264,-1.8716963199117649
humor_27,22.786794202952947,-14.05318868229616,2.9201867354003297,-0.33470680001530284,-2.0948523384970663
humor_28,20.216770021067628,-11.76263970131583,1.3494258077442292,-0.08696713032633241,-1.9381029965804568
humor_29,23.702801207091238,-17.644510302377842,5.722729257600808,-2.3838416680198438,-4.042558926301227
humor_30,23.950711743272056,-19.16996739450024,1.5572680465589954,-4.718063679897268,-4.116930318139008
humor_31,21.388494971968587,-14.523209038305655,3.0895062771736503,0.8454180320507513,-2.589727119019038
humor_32,28.17667663533401,-13.150004218250313,2.8367366080986183,2.3095923316218308,-2.204170204318196
