abstract,question,particle,interrogative,exclamation,SPP,WH,PUBV,mono_negation,FPP,honourifics,INPR,PRIV,other_personal,emotion,classical_func,BE,modify_adv,COND,RB,EX,DEMP,AMP,HDG,DWNT,di_negation,HSK_1,HSK_3,noun,lexical_density,NOMZ,disyllabic_words,HSK_6,PHC,consecutive_nouns,aux_adj,AWL,BPIN,classifier,person,mono_verbs,unique,modify_marker_di,imperfect,descriptive,simile,PEAS,TPP,SMP,modify_marker_de,english,ACL_std,ACL,ASL
87.97,0,0,0.0,0.0,0.0,0,1.72,1.72,36.12,0.85,0.0,14.2,-0.43,7.22,21.53,5.6,6.89,0.43,47.37,1.72,12.92,9.77,1.7,0.42,0.0,151.72,90.95,235.57,721.79,107.67,69.7,357.84,40.05,99.05,5.17,1.71,5.17,8.61,0.0,15.5,163.62,0.86,15.07,0.0,0.0,2.58,0.42,0,0.43,5.52,5.35,10.47,21.62
84.25,0,0,0.0,0.0,0.42,0,3.01,2.15,0.0,0.42,0.42,5.59,-8.61,10.16,4.73,0.43,11.19,0.86,20.65,6.88,14.63,0.85,5.93,0.0,0.43,91.45,77.48,301.64,790.45,137.27,44.45,280.27,23.24,146.73,8.61,1.81,3.87,10.33,0.43,13.34,113.04,1.72,4.3,0.0,0.43,0.0,0.0,0,0.0,0.0,6.98,11.37,34.25
77.65,0,0,0.0,0.0,0.0,0,1.31,3.93,0.0,0.0,0.85,6.56,0.0,17.49,4.81,6.55,5.68,0.0,20.53,1.31,11.8,2.13,5.55,0.0,0.0,116.47,64.85,345.57,695.94,81.25,62.29,375.0,33.2,124.51,3.93,1.78,3.06,13.11,5.68,12.67,162.54,0.44,9.61,0.44,0.44,4.81,0.0,0,0.0,32.85,14.21,11.94,29.83
145.87,0,0,0.0,0.0,0.41,0,0.0,0.41,0.0,0.0,0.0,3.72,-2.49,2.07,3.73,1.24,7.88,0.0,10.78,1.24,9.95,0.83,5.37,0.0,0.0,76.86,47.93,398.59,786.81,101.62,104.96,495.04,31.94,182.5,14.1,1.74,4.56,5.39,0.0,7.88,94.21,0.83,2.07,0.0,0.0,0.41,0.0,0,0.0,0.0,7.22,10.74,23.19
120.81,0,0,0.0,0.0,0.0,0,0.0,0.79,0.0,0.0,0.0,4.77,-3.97,5.18,3.97,1.59,11.11,0.4,12.3,1.19,1.59,1.99,1.59,0.4,0.0,78.55,45.85,289.96,879.81,198.73,90.91,411.08,28.56,168.19,6.74,1.73,2.78,5.16,0.0,13.49,157.1,0.0,8.33,0.0,0.0,0.4,0.0,0,0.0,0.0,6.91,9.32,27.82
158.34,0,0,1.58,0.0,0.0,0,0.39,1.97,0.0,0.0,1.6,5.12,-0.79,4.8,2.76,1.18,13.02,0.39,13.81,2.76,15.39,0.8,2.4,0.4,0.79,81.17,75.57,323.6,774.97,114.05,79.97,447.82,19.73,139.7,13.02,1.67,6.31,3.55,1.18,11.84,165.13,0.79,3.16,0.0,0.0,0.0,0.0,0,0.0,0.0,5.22,9.12,28.41
104.21,0,0,0.0,0.0,0.0,0,0.8,2.41,0.0,0.0,0.0,5.63,-0.4,8.58,4.82,0.4,8.44,0.0,18.89,0.4,7.64,3.27,1.23,0.0,0.4,66.2,67.02,303.05,834.41,135.85,80.51,393.54,18.49,147.11,24.12,1.73,6.03,4.42,0.0,13.67,159.79,0.0,4.02,0.0,0.0,0.8,0.0,0,0.0,0.0,5.46,9.5,35.52
150.45,0,0,0.0,0.0,0.0,0,0.0,0.81,0.0,0.0,0.0,7.26,-0.4,2.45,2.83,0.4,10.91,1.21,13.33,0.4,4.85,1.64,4.5,0.0,0.0,75.63,81.77,330.91,846.06,148.68,98.53,427.23,27.47,169.29,16.97,1.75,6.06,2.83,0.0,11.72,143.09,0.4,3.23,0.0,0.0,0.0,0.0,0,0.0,0.0,6.74,9.54,26.48
149.86,0,0,0.0,0.0,0.0,0,0.0,1.62,0.0,0.0,0.0,9.7,-0.81,2.86,2.02,1.62,10.51,0.81,9.7,0.4,3.23,0.41,1.22,0.0,0.0,62.88,46.55,324.04,884.44,172.52,97.59,380.97,18.99,175.35,12.93,1.76,1.62,4.85,0.0,11.72,137.2,0.0,3.23,0.0,0.0,0.0,0.0,0,0.0,0.0,5.45,8.99,26.2
105.13,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.23,0.0,1.27,3.78,0.42,14.68,0.84,15.52,0.0,2.1,6.36,0.85,0.42,0.0,61.04,75.46,313.34,795.72,126.68,94.96,392.96,20.13,151.01,12.16,1.75,2.94,11.33,0.84,15.94,184.82,2.1,9.23,0.0,0.0,0.0,0.0,0,0.0,0.42,5.84,10.12,23.82
75.58,0,0,0.82,0.0,0.0,0,0.0,1.23,8.94,2.03,0.81,8.22,1.65,4.88,3.7,8.64,7.41,0.0,28.4,2.06,7.0,8.13,0.81,0.0,0.0,131.25,72.73,249.38,672.84,89.3,49.57,266.96,10.7,88.48,9.88,1.62,1.65,17.28,27.57,20.58,180.01,1.23,6.58,0.0,0.0,2.88,0.41,0,0.0,0.41,9.37,10.61,54.93
79.45,0,0,0.0,0.0,0.0,0,1.67,1.25,1.66,3.33,0.83,5.01,0.42,4.99,7.09,2.5,8.76,0.42,22.53,3.34,5.42,2.91,1.25,0.0,0.42,135.19,81.95,270.76,637.88,65.92,47.0,252.08,17.52,90.53,7.93,1.64,5.01,29.2,5.01,23.36,207.15,2.09,6.68,0.0,1.25,8.76,0.42,0,0.83,1.25,9.43,11.65,41.16
76.44,0,0,0.0,0.0,0.0,0,0.84,2.92,0.0,0.0,0.0,7.11,-5.01,2.49,3.34,7.94,14.2,1.25,37.59,2.09,7.52,9.14,5.4,1.66,1.67,125.05,70.21,323.31,686.17,86.88,60.24,368.92,20.89,122.81,9.19,1.71,5.85,18.8,8.35,18.39,207.31,2.51,9.61,0.42,1.25,6.27,0.0,0,0.0,5.82,5.5,9.15,41.21
72.57,0,0,0.0,0.0,0.0,0,0.0,1.68,0.42,0.0,0.0,2.94,0.0,2.94,3.37,2.52,7.99,0.0,29.03,2.1,2.94,4.19,0.84,0.0,0.42,75.5,69.63,284.81,787.88,123.27,70.47,323.41,18.09,133.78,15.99,1.7,1.68,30.29,2.52,21.46,205.54,0.84,3.37,0.0,0.0,2.52,0.0,0,0.0,0.42,4.97,8.89,37.44
120.45,0,0,0.0,0.0,0.0,0,0.0,0.0,1.71,8.14,0.0,3.84,-2.13,0.86,3.84,2.13,14.52,0.0,18.79,3.42,9.82,5.14,3.86,0.43,0.0,130.3,60.44,356.11,722.34,109.31,64.72,355.77,38.86,140.05,4.27,1.77,0.0,19.64,7.26,13.24,180.88,0.0,10.67,0.85,0.0,3.84,0.0,0,0.43,11.57,9.32,13.13,35.44
56.53,0,0,0.0,0.0,0.0,0,0.0,1.7,0.0,0.0,0.0,2.12,-0.85,1.15,1.7,2.97,8.49,0.85,29.72,0.85,6.79,4.58,2.67,0.0,0.0,73.72,67.23,280.25,693.84,92.99,42.02,271.96,11.46,119.32,6.79,1.65,1.7,41.19,1.7,17.83,159.28,0.42,4.67,0.0,0.0,5.52,0.0,0,0.42,1.15,5.68,9.18,44.91
99.65,0,0,0.0,0.0,0.0,0,1.79,3.58,0.0,0.44,0.0,3.14,-5.82,8.41,8.96,2.24,6.72,0.0,14.78,1.79,14.33,0.0,0.44,0.0,0.45,93.89,86.8,321.09,670.4,88.23,48.72,326.84,30.9,128.53,1.34,1.65,3.58,24.63,0.9,14.33,94.33,0.0,12.99,0.0,0.0,0.0,0.0,0,0.0,0.44,11.93,15.85,55.45
147.06,0,0,0.0,0.0,0.42,0,0.42,0.42,0.42,0.0,0.0,1.68,-4.21,6.3,3.79,4.21,2.53,0.0,12.64,4.63,14.32,3.78,3.78,0.0,0.0,99.58,69.75,310.03,730.83,105.3,75.63,376.05,18.96,149.96,2.11,1.72,7.16,37.91,0.0,6.74,109.24,0.0,3.37,0.0,0.0,0.42,0.0,0,0.0,0.0,7.25,13.08,37.39
