abstract,question,particle,interrogative,exclamation,SPP,WH,PUBV,mono_negation,FPP,honourifics,INPR,PRIV,other_personal,emotion,classical_func,BE,modify_adv,COND,RB,EX,DEMP,AMP,HDG,DWNT,di_negation,HSK_1,HSK_3,noun,lexical_density,NOMZ,disyllabic_words,HSK_6,PHC,consecutive_nouns,aux_adj,AWL,BPIN,classifier,person,mono_verbs,unique,modify_marker_di,imperfect,descriptive,simile,PEAS,TPP,SMP,modify_marker_de,english,ACL_std,ACL,ASL
26.26,0.0,0.4,0.0,0.0,0.0,0.0,1.19,2.39,0.0,0.0,0.0,5.58,0.0,3.28,5.97,6.37,7.17,0.0,33.05,4.78,8.76,8.62,6.98,2.05,0.0,96.84,67.3,292.71,645.16,46.99,32.01,215.43,28.28,88.41,8.36,1.71,3.98,21.9,1.19,25.49,203.94,0.0,8.76,0.0,0.4,1.99,0.41,0.41,0.0,32.01,5.72,9.28,23.61
103.6,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.39,0.0,0.41,1.23,5.5,0.39,2.05,11.0,9.03,13.35,1.18,27.1,1.18,17.67,4.91,4.1,0.0,0.0,119.98,65.52,330.32,733.7,100.16,69.21,323.91,34.96,124.51,3.14,1.74,5.5,9.82,2.36,14.93,153.97,1.96,10.21,0.0,1.18,3.93,0.41,0.0,0.0,20.88,9.46,13.44,49.85
32.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,1.32,-1.32,1.95,18.45,0.88,1.76,0.0,42.18,5.71,11.42,5.07,6.24,0.39,0.0,70.62,49.16,309.31,548.33,31.64,35.12,202.5,19.77,100.62,2.64,1.63,2.64,36.03,1.76,7.47,112.37,0.0,6.59,0.0,0.0,0.44,0.39,0.0,0.0,11.31,10.0,11.87,37.82
84.83,0.0,0.0,0.0,0.0,0.0,0.0,0.83,5.41,0.0,0.0,0.41,6.23,-7.07,2.85,4.99,4.16,16.63,0.83,42.0,4.57,7.48,8.16,3.26,0.0,0.42,130.51,67.7,259.04,764.24,141.79,79.93,334.83,32.85,127.23,9.98,1.62,5.41,7.07,2.08,13.31,151.71,1.25,7.9,0.83,0.42,8.32,0.0,0.0,0.0,2.85,9.99,12.77,61.85
128.15,0.0,0.0,0.43,0.0,0.0,0.0,2.56,2.56,0.42,5.46,0.0,13.21,0.0,5.46,6.81,6.39,13.63,0.43,43.87,1.28,11.93,11.34,5.88,0.42,0.0,170.59,144.54,279.81,738.5,109.45,56.72,302.52,27.68,111.16,8.94,1.6,3.83,9.37,1.28,17.04,142.02,2.56,9.37,0.0,0.43,1.7,0.0,0.0,0.0,1.68,6.49,10.66,36.76
54.41,2.54,1.69,3.39,1.27,0.0,1.69,10.16,6.35,6.75,1.27,1.69,13.54,-1.27,5.48,11.01,23.71,19.9,2.54,64.35,8.47,29.21,16.45,8.86,4.64,3.81,225.22,145.93,193.06,532.18,30.9,26.99,186.42,14.39,34.72,2.54,1.48,6.77,23.29,5.08,28.79,171.24,2.54,8.47,3.39,0.42,13.12,11.39,1.27,0.42,15.18,5.93,9.53,24.48
192.88,0.44,0.0,0.88,0.0,0.0,0.44,4.87,3.1,1.32,1.76,0.0,18.57,1.33,7.47,10.17,14.6,12.38,1.77,35.38,1.33,18.13,7.47,9.23,0.0,0.0,184.53,179.26,303.41,688.63,86.25,49.21,291.3,26.98,112.34,4.42,1.57,3.98,12.83,1.33,15.48,152.9,5.31,18.13,0.0,0.44,4.42,4.39,0.0,0.0,0.88,6.1,10.43,43.61
80.69,0.0,0.0,0.43,0.0,0.0,0.43,3.88,3.88,2.53,0.0,0.42,8.2,1.73,6.76,3.88,10.79,10.79,2.59,46.61,3.02,18.99,18.17,4.65,0.84,0.86,137.73,101.82,296.5,699.61,85.89,57.88,288.13,22.87,106.17,2.16,1.67,7.34,11.65,2.59,13.81,124.21,1.73,11.22,0.0,0.86,9.93,1.27,0.0,0.0,54.08,6.81,12.3,40.53
87.48,0.0,0.0,0.0,0.0,0.0,0.0,2.13,1.28,0.41,0.41,0.41,5.54,-1.28,2.49,8.51,8.51,9.36,0.43,28.51,2.13,11.06,9.12,3.73,0.41,0.0,140.13,84.99,319.57,648.09,62.13,37.31,304.31,29.79,117.87,5.11,1.66,1.28,22.55,4.26,15.74,174.96,0.0,12.34,2.55,0.85,3.4,0.41,0.0,0.43,26.53,7.83,11.5,38.54
71.69,0.0,0.0,0.41,0.0,0.0,0.41,1.65,3.3,1.21,0.4,0.4,7.02,0.41,6.44,5.37,7.02,9.49,0.0,31.78,2.06,10.73,6.04,1.21,0.0,0.0,168.34,73.3,253.82,661.16,107.31,54.37,267.02,33.43,102.35,7.02,1.65,7.84,22.7,2.06,16.51,168.75,0.41,4.95,0.0,2.89,5.78,0.81,0.0,0.0,10.47,24.03,31.23,44.96
67.37,0.41,0.41,1.22,0.0,0.0,0.81,1.62,4.87,1.88,0.0,0.0,10.56,2.44,19.95,0.41,4.46,6.09,0.41,31.25,1.62,10.96,7.9,3.76,0.0,1.22,98.23,86.56,254.46,662.34,103.08,31.61,257.43,32.47,101.87,4.06,1.79,2.84,15.83,9.74,11.36,129.09,0.81,6.09,0.0,0.81,0.41,0.75,0.0,0.0,51.56,8.48,8.42,44.81
45.76,1.23,0.82,1.64,0.41,0.0,0.82,6.96,9.01,1.58,0.0,0.79,8.19,-0.41,4.34,4.09,15.96,16.78,4.09,51.99,6.55,9.41,26.04,6.71,1.18,0.41,144.77,98.62,262.79,616.05,54.44,49.7,244.58,20.06,79.41,8.6,1.8,5.32,13.1,4.09,14.33,121.5,0.41,5.73,0.0,0.41,4.09,1.58,0.39,0.41,61.93,6.71,8.71,39.89
148.38,0.0,0.0,0.42,0.0,0.0,0.42,6.33,4.22,2.94,0.0,0.0,10.54,-1.69,10.51,9.71,28.28,13.09,0.42,44.74,2.53,13.09,18.92,5.46,0.0,0.0,206.81,109.71,276.49,645.99,67.96,59.69,301.39,24.91,69.23,4.22,1.56,2.11,6.75,1.27,13.5,122.74,0.84,10.55,0.0,0.84,7.6,3.78,0.0,1.69,0.84,4.49,8.99,34.49
180.53,0.0,0.0,1.7,0.0,0.0,0.0,5.1,3.83,2.14,0.0,2.57,16.15,2.98,5.57,5.1,21.26,12.33,2.13,38.69,4.25,28.91,3.86,4.29,0.43,0.0,201.11,92.2,296.77,648.81,64.2,56.6,332.76,27.21,101.19,3.4,1.75,0.85,10.2,0.43,12.76,129.07,1.7,10.63,0.0,0.85,11.48,4.29,0.86,0.0,0.43,5.72,9.74,41.38
104.73,0.0,0.43,0.0,0.0,0.0,0.0,0.0,5.53,0.0,0.43,1.28,8.94,1.28,6.39,7.23,11.06,27.66,2.13,53.62,4.68,22.13,10.64,7.66,2.55,3.83,172.84,106.43,256.6,720.85,112.34,65.56,388.68,20.85,104.68,5.96,1.61,6.38,6.38,0.0,12.77,141.34,0.0,13.19,0.0,2.98,2.55,2.98,0.0,0.0,0.0,6.08,9.3,59.23
111.11,0.0,0.0,2.14,0.0,0.0,1.71,3.0,2.57,4.26,0.0,0.43,5.14,1.71,4.26,7.27,18.4,25.67,1.28,59.48,1.71,17.97,5.53,7.24,0.43,1.28,193.7,106.85,282.41,666.52,85.16,43.85,303.96,26.1,96.28,1.71,1.68,3.85,9.84,0.86,13.25,139.21,1.28,8.56,0.0,0.86,9.84,2.55,0.43,0.0,0.0,6.07,10.18,30.31
105.81,0.0,0.0,0.87,0.0,0.0,0.43,2.6,1.3,1.29,0.0,1.29,10.82,0.87,3.44,8.65,14.27,14.27,0.87,34.6,4.33,23.79,5.16,5.59,1.72,1.73,172.47,105.81,276.38,704.58,112.46,42.15,339.78,30.71,113.32,2.16,1.6,9.08,12.54,0.87,15.14,146.67,3.03,13.41,0.0,3.46,1.73,3.87,0.43,0.0,0.86,7.25,11.49,40.5
102.98,0.0,0.84,0.0,0.0,0.0,0.0,2.53,3.37,1.26,0.42,0.42,8.0,2.95,2.94,5.48,13.91,13.91,0.84,47.2,2.95,29.5,8.83,7.57,0.0,0.42,170.24,85.33,234.3,631.84,80.49,36.15,323.67,37.93,71.22,4.64,1.59,2.53,12.64,0.84,20.22,178.23,2.95,16.01,0.0,2.53,2.11,3.78,0.42,0.84,2.94,8.23,11.65,44.73
98.44,0.38,0.76,0.0,0.0,0.0,0.0,2.67,1.53,0.74,0.0,0.37,9.14,-0.76,11.14,5.72,12.21,11.45,0.38,31.29,3.82,13.35,13.0,5.94,1.86,1.14,132.99,125.56,270.13,560.26,41.97,15.6,192.05,21.75,53.8,1.91,1.78,6.87,11.83,9.54,14.11,141.16,1.14,11.06,0.0,2.67,3.05,0.74,0.0,1.14,45.32,5.69,6.03,48.83
90.76,0.41,0.41,0.0,0.0,0.0,0.0,2.06,7.0,1.21,0.81,0.4,6.59,1.65,1.61,11.54,7.42,6.59,0.0,33.79,1.24,11.54,8.07,2.42,0.4,0.0,145.62,80.27,315.62,637.0,67.99,44.78,333.6,22.25,97.65,3.3,1.84,7.42,8.65,1.65,9.48,129.08,1.24,14.42,0.0,0.82,7.42,4.03,0.0,0.0,47.2,7.4,7.82,42.47
74.2,0.8,0.0,0.4,0.0,0.0,0.0,9.63,11.64,0.0,0.0,0.38,15.25,0.0,3.42,4.41,4.01,8.43,0.8,37.32,1.2,4.01,13.32,0.76,0.0,0.4,140.41,94.37,314.61,584.67,40.13,31.96,222.22,23.68,69.42,4.41,1.59,2.41,22.07,9.63,14.85,132.04,2.81,14.85,0.0,2.81,7.62,0.0,0.0,0.4,28.54,6.16,8.77,34.03
