abstract,question,particle,interrogative,exclamation,SPP,WH,PUBV,mono_negation,FPP,honourifics,INPR,PRIV,other_personal,emotion,classical_func,BE,modify_adv,COND,RB,EX,DEMP,AMP,HDG,DWNT,di_negation,HSK_1,HSK_3,noun,lexical_density,NOMZ,disyllabic_words,HSK_6,PHC,consecutive_nouns,aux_adj,AWL,BPIN,classifier,person,mono_verbs,unique,modify_marker_di,imperfect,descriptive,simile,PEAS,TPP,SMP,modify_marker_de,english,ACL_std,ACL,ASL
45.05,0.35,0.35,3.19,0.0,0.0,1.42,0.71,6.73,0.37,0.74,2.95,8.5,1.06,10.71,4.25,7.79,21.6,2.12,54.53,8.85,10.27,14.4,5.54,2.95,0.71,123.34,107.09,251.06,677.76,37.18,32.87,218.98,14.52,61.97,10.98,1.61,2.83,19.83,0.71,36.12,228.58,0.0,9.56,1.42,2.83,2.83,0.37,0.0,0.0,9.23,4.8,7.93,32.42
47.23,0.36,2.9,0.73,0.36,1.18,0.73,0.73,2.54,1.18,0.39,0.0,10.53,2.18,3.94,5.81,8.35,17.78,1.81,53.34,3.27,7.62,8.66,6.69,2.36,0.36,123.97,85.4,269.23,734.66,78.37,39.75,252.66,17.05,89.26,5.44,1.7,6.17,21.04,1.09,26.83,190.87,0.0,7.62,0.0,1.09,3.63,0.0,0.0,0.0,18.5,6.24,9.0,39.97
23.72,6.97,0.77,7.35,0.77,0.0,5.03,1.93,8.9,0.0,0.0,4.02,11.6,2.32,6.84,6.58,7.74,15.87,2.32,56.89,6.58,6.97,8.04,4.42,0.4,0.39,104.14,105.75,256.58,694.66,27.86,28.55,201.05,8.13,59.6,12.77,1.57,0.39,8.9,0.39,41.8,229.59,0.39,12.38,0.0,1.93,3.87,0.4,0.0,0.39,0.0,3.87,6.56,24.9
86.84,1.43,2.14,8.57,0.0,15.89,3.21,5.71,13.92,3.33,1.85,5.91,23.2,4.64,21.8,1.78,19.99,20.7,5.35,70.66,8.21,18.56,14.41,5.17,2.96,0.36,231.34,127.12,186.3,635.97,49.25,46.19,258.68,12.49,47.82,9.64,1.58,1.78,23.55,1.07,20.34,174.8,2.5,14.99,0.36,0.71,3.57,3.7,0.0,1.07,1.48,4.06,6.98,22.52
24.44,0.0,0.0,0.0,0.0,0.0,0.0,0.76,7.57,0.0,0.0,0.0,1.9,-0.76,5.21,3.03,11.36,12.87,0.38,41.27,7.95,9.47,8.81,12.02,3.21,0.76,104.17,74.92,309.73,677.39,31.05,49.28,188.3,11.36,69.67,13.63,1.52,0.76,22.72,4.54,31.81,180.69,0.38,5.68,0.0,2.27,4.17,0.0,0.0,0.0,0.8,4.03,6.49,32.72
46.38,0.0,0.0,0.39,0.0,0.0,0.39,0.39,6.55,0.0,0.0,0.0,3.85,-0.77,3.25,10.79,3.47,5.78,0.0,39.71,2.31,8.48,4.48,2.44,0.81,0.39,78.11,71.2,298.77,740.56,52.81,47.19,204.64,11.18,94.06,8.1,1.55,3.08,32.0,1.93,31.61,144.83,0.39,6.94,0.0,1.16,0.39,0.0,0.0,0.0,19.93,6.64,8.75,28.6
79.9,0.0,0.0,0.41,0.0,0.42,0.0,1.23,2.86,0.0,0.42,0.42,12.27,1.64,6.24,6.96,12.68,11.87,0.82,36.01,2.86,11.05,10.82,8.74,1.66,0.82,146.9,126.09,247.14,680.85,60.97,48.27,327.09,23.32,71.6,6.96,1.61,6.55,33.55,0.0,20.46,139.41,1.64,16.37,0.41,2.05,2.05,0.0,0.0,0.0,3.33,6.22,10.61,38.39
44.81,0.0,0.0,0.41,0.0,0.41,0.0,0.0,6.97,0.83,0.0,0.0,4.1,1.23,6.22,9.43,6.97,9.43,3.28,52.07,6.56,9.84,10.79,5.39,1.24,0.0,117.43,102.9,228.37,623.21,24.19,30.71,194.19,9.84,52.89,8.61,1.49,4.51,25.83,0.41,30.75,141.49,1.64,13.53,0.0,0.0,1.23,0.41,0.0,0.41,23.65,10.42,8.48,35.5
55.81,0.0,0.0,0.0,0.0,0.0,0.0,1.24,4.55,0.42,0.42,0.0,5.38,1.24,3.78,7.03,14.88,12.82,4.96,41.34,2.89,4.13,10.07,13.85,0.0,1.65,196.81,106.59,263.33,688.3,57.88,57.91,268.99,15.3,74.0,2.48,1.57,4.96,18.19,0.41,18.6,144.36,0.41,21.08,0.41,0.41,2.89,0.0,0.0,0.41,7.97,4.47,8.06,28.77
45.68,0.0,0.0,0.8,0.0,0.0,0.8,0.4,3.19,1.21,0.4,1.21,14.77,0.4,5.66,5.99,10.78,15.18,3.59,47.92,8.79,18.37,10.91,9.7,1.62,0.8,116.01,107.11,279.55,714.86,50.32,39.21,293.05,11.58,81.47,11.98,1.6,3.99,14.38,0.8,32.35,142.28,2.4,11.18,0.0,2.4,1.2,1.21,0.0,0.4,2.43,5.7,9.01,37.64
92.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.43,5.83,0.42,1.72,7.91,10.82,10.41,0.83,32.47,3.33,5.41,9.91,5.6,1.29,0.0,141.26,111.54,279.35,728.98,88.26,39.19,279.5,23.31,118.23,5.0,1.6,10.82,21.65,0.0,17.49,122.31,2.08,5.83,0.42,1.25,0.42,0.86,0.0,0.42,3.88,9.65,12.58,39.03
46.05,0.0,0.0,0.0,0.0,0.0,0.0,0.41,4.88,0.43,0.43,0.43,5.69,-0.81,4.78,10.16,4.47,11.38,1.22,45.51,4.06,15.03,13.47,4.78,0.87,0.0,140.31,99.48,245.43,657.86,42.67,35.19,254.56,13.41,77.2,4.06,1.57,5.69,32.91,2.03,29.26,173.76,0.0,9.75,0.41,1.22,1.63,0.0,0.0,0.0,4.78,7.28,8.43,34.97
45.58,3.24,4.46,2.43,0.81,0.0,1.22,1.22,5.27,4.48,0.0,1.63,11.35,0.41,6.92,11.75,15.4,19.85,1.62,55.92,9.32,16.21,11.8,10.99,2.04,0.41,167.68,112.33,244.33,658.43,33.63,53.72,240.13,14.99,70.91,4.46,1.62,5.27,29.58,0.0,20.26,148.56,0.41,12.56,2.03,0.81,1.22,1.22,0.0,0.81,26.86,5.6,9.28,25.7
40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.62,0.0,0.0,0.0,3.22,1.21,3.72,4.85,12.92,10.9,0.4,37.56,4.04,10.1,7.02,11.57,0.83,0.0,161.57,95.04,273.42,644.18,31.1,39.67,233.47,16.16,74.72,2.42,1.51,3.23,26.66,1.21,30.69,190.08,0.4,12.92,0.0,0.81,1.62,3.72,0.0,0.0,0.0,11.91,14.02,38.66
33.53,0.0,0.39,0.0,0.0,0.0,0.0,0.78,5.49,0.0,0.0,0.0,1.96,-2.35,4.61,9.81,16.87,11.77,1.96,57.28,3.14,12.55,8.8,4.19,0.0,0.39,169.74,77.95,251.86,622.2,19.22,18.02,182.31,10.2,59.63,2.35,1.44,1.57,32.17,1.96,28.25,114.42,0.0,11.77,0.0,2.35,0.0,1.26,0.0,0.0,0.42,7.43,10.69,34.07
41.88,0.71,1.07,1.42,0.36,0.37,0.36,1.42,4.27,0.37,1.87,0.37,9.61,1.78,4.11,12.46,2.85,11.74,4.27,28.47,1.78,12.46,3.37,3.37,0.75,0.36,132.39,142.48,294.31,646.26,29.54,29.54,185.12,11.39,62.28,4.27,1.52,3.56,22.78,1.78,40.57,188.48,0.36,14.59,0.36,0.36,1.07,4.11,0.0,0.36,0.0,3.86,6.4,21.65
31.47,0.7,1.76,0.7,0.0,0.0,0.7,0.7,5.28,0.38,0.0,1.15,3.51,1.41,4.99,7.04,8.45,14.79,2.11,49.3,2.46,11.27,14.2,3.45,0.77,0.35,127.78,105.91,295.77,644.72,14.44,25.71,172.29,14.08,57.75,8.1,1.53,3.52,20.77,18.66,35.56,202.61,0.35,8.8,1.06,0.7,1.76,1.92,0.0,0.35,0.0,4.07,6.64,27.32
68.62,0.0,0.0,0.0,0.0,0.0,0.0,2.28,4.17,1.22,1.22,2.03,3.04,0.0,6.09,9.49,18.22,17.08,0.38,38.71,8.35,22.01,8.53,6.09,1.22,0.38,138.45,99.88,280.83,623.53,25.05,23.95,243.61,11.01,64.9,7.59,1.53,5.31,15.94,0.38,22.01,164.43,1.14,8.73,0.0,1.52,1.14,2.44,0.0,0.38,0.0,4.47,7.4,22.23
39.53,0.0,1.94,0.39,0.0,0.39,0.0,0.39,1.55,7.83,1.17,2.35,6.58,-1.94,6.65,9.69,5.81,18.6,2.32,44.56,3.1,13.95,7.44,5.09,0.0,0.39,135.03,102.54,265.4,676.48,44.94,34.83,228.96,8.91,80.59,8.52,1.66,3.49,15.5,2.32,25.57,189.82,0.39,9.69,0.77,3.49,0.39,1.57,0.0,0.39,33.27,5.87,7.78,31.74
48.59,0.0,0.38,0.38,0.0,0.0,0.0,1.15,12.69,1.2,0.0,1.2,9.61,3.46,5.62,2.69,10.77,11.92,1.54,55.36,3.46,4.61,17.67,2.81,3.21,0.77,130.52,139.76,307.96,700.5,33.83,32.13,189.96,11.53,81.12,11.53,1.51,3.84,33.45,1.54,23.07,128.51,0.0,14.61,1.54,2.69,2.69,2.41,0.0,0.77,9.24,4.66,7.83,20.83
39.75,1.6,8.78,1.2,0.4,6.34,0.8,1.6,9.98,2.11,0.42,0.42,4.4,-0.8,10.99,0.8,12.37,25.14,3.19,82.2,7.58,13.97,18.18,13.11,1.69,1.6,157.29,183.51,258.98,687.95,14.37,29.18,178.01,13.97,54.67,5.19,1.53,1.6,20.35,2.0,33.52,153.91,3.99,9.98,0.8,1.6,2.39,0.0,0.0,1.2,0.42,3.94,7.63,26.18
38.7,0.0,0.39,0.39,0.39,0.0,0.39,1.16,6.18,5.3,1.63,0.41,8.11,1.93,8.55,7.34,6.57,19.7,1.93,63.73,3.48,11.2,18.33,3.67,3.26,0.39,146.23,112.83,224.8,619.93,28.58,32.18,206.52,9.27,53.3,7.34,1.55,4.63,38.62,0.0,29.35,196.33,1.54,11.59,0.39,3.48,3.48,2.04,0.0,0.77,8.96,5.24,8.44,31.73
73.19,1.19,2.77,3.17,0.0,18.91,0.79,4.76,10.7,4.93,0.0,1.64,18.63,8.72,11.92,5.95,12.29,22.2,4.36,84.42,5.55,19.42,11.1,11.1,4.11,2.38,198.6,176.4,154.58,599.68,30.12,36.6,214.64,5.55,30.92,5.55,1.56,3.57,27.74,0.0,30.92,209.29,3.96,8.32,1.19,1.19,3.17,6.99,0.0,3.57,0.41,4.53,7.53,28.29
